Bug_id,Timestamp,Product
322043,2005-12-31 23:23:11,Firefox
322054,2006-01-01 04:18:10,Firefox
322057,2006-01-01 04:54:31,Firefox
322058,2006-01-01 05:00:59,Firefox
322065,2006-01-01 08:43:56,Firefox
322067,2006-01-01 09:10:56,Firefox
322075,2006-01-01 11:08:45,Firefox
322077,2006-01-01 12:08:31,Firefox
322080,2006-01-01 12:52:24,Firefox
322081,2006-01-01 12:54:33,Firefox
322094,2006-01-01 17:04:36,Firefox
322096,2006-01-01 17:22:36,Firefox
322101,2006-01-01 21:48:38,Firefox
322108,2006-01-02 00:30:19,Firefox
322114,2006-01-02 02:31:36,Firefox
322117,2006-01-02 02:59:42,Firefox
322119,2006-01-02 05:36:23,Firefox
322120,2006-01-02 07:00:00,Firefox
322125,2006-01-02 08:39:06,Firefox
322130,2006-01-02 09:26:25,Firefox
322132,2006-01-02 09:51:28,Firefox
322137,2006-01-02 11:35:41,Firefox
322141,2006-01-02 13:00:33,Firefox
322142,2006-01-02 13:03:01,Firefox
322146,2006-01-02 13:30:30,Firefox
322147,2006-01-02 13:41:34,Firefox
322151,2006-01-02 14:19:25,Firefox
322159,2006-01-02 15:45:06,Firefox
322166,2006-01-02 17:11:01,Firefox
322168,2006-01-02 17:25:29,Firefox
322169,2006-01-02 17:25:41,Firefox
322178,2006-01-02 20:09:01,Firefox
322179,2006-01-02 20:27:15,Firefox
322184,2006-01-02 23:14:26,Firefox
322188,2006-01-03 01:28:39,Firefox
322189,2006-01-03 01:53:26,Firefox
322191,2006-01-03 02:18:51,Firefox
322197,2006-01-03 03:46:27,Firefox
322206,2006-01-03 06:22:12,Firefox
322211,2006-01-03 06:51:16,Firefox
322213,2006-01-03 07:07:42,Firefox
322216,2006-01-03 07:55:33,Firefox
322220,2006-01-03 08:14:29,Firefox
322223,2006-01-03 08:37:11,Firefox
322225,2006-01-03 08:38:06,Firefox
322228,2006-01-03 09:10:41,Firefox
322235,2006-01-03 10:54:37,Firefox
322250,2006-01-03 12:08:47,Firefox
322257,2006-01-03 12:50:53,Firefox
322262,2006-01-03 13:23:48,Firefox
322268,2006-01-03 14:28:45,Firefox
322269,2006-01-03 14:29:00,Firefox
322275,2006-01-03 15:58:56,Firefox
322279,2006-01-03 16:07:00,Firefox
322282,2006-01-03 16:24:00,Firefox
322289,2006-01-03 16:56:09,Firefox
322290,2006-01-03 17:03:44,Firefox
322291,2006-01-03 17:13:47,Firefox
322294,2006-01-03 17:40:12,Firefox
322296,2006-01-03 18:50:53,Firefox
322298,2006-01-03 19:04:15,Firefox
322302,2006-01-03 19:50:51,Firefox
322306,2006-01-03 20:46:07,Firefox
322307,2006-01-03 21:36:10,Firefox
322311,2006-01-03 23:09:16,Firefox
322313,2006-01-03 23:30:21,Firefox
322336,2006-01-04 03:16:04,Firefox
322349,2006-01-04 06:08:21,Firefox
322353,2006-01-04 06:42:31,Firefox
322357,2006-01-04 07:00:35,Firefox
322365,2006-01-04 08:01:38,Firefox
322369,2006-01-04 08:35:13,Firefox
322371,2006-01-04 09:09:25,Firefox
322375,2006-01-04 09:33:00,Firefox
322378,2006-01-04 09:37:10,Firefox
322379,2006-01-04 09:41:52,Firefox
322384,2006-01-04 10:26:26,Firefox
322387,2006-01-04 10:32:22,Firefox
322390,2006-01-04 10:43:54,Firefox
322396,2006-01-04 11:21:23,Firefox
322397,2006-01-04 11:26:44,Firefox
322405,2006-01-04 12:58:56,Firefox
322411,2006-01-04 14:39:19,Firefox
322420,2006-01-04 15:37:30,Firefox
322421,2006-01-04 15:38:10,Firefox
322425,2006-01-04 16:10:06,Firefox
322428,2006-01-04 16:54:16,Firefox
322431,2006-01-04 18:22:16,Firefox
322433,2006-01-04 18:53:56,Firefox
322444,2006-01-04 22:35:36,Firefox
322447,2006-01-04 23:37:06,Firefox
322448,2006-01-04 23:56:31,Firefox
322456,2006-01-05 01:41:18,Firefox
322460,2006-01-05 03:38:22,Firefox
322478,2006-01-05 05:57:55,Firefox
322481,2006-01-05 06:23:11,Firefox
322487,2006-01-05 06:59:55,Firefox
322489,2006-01-05 07:16:56,Firefox
322491,2006-01-05 07:31:39,Firefox
322502,2006-01-05 10:42:37,Firefox
322503,2006-01-05 10:43:41,Firefox
322506,2006-01-05 11:18:28,Firefox
322507,2006-01-05 11:21:32,Firefox
322511,2006-01-05 11:32:44,Firefox
322516,2006-01-05 12:33:18,Firefox
322517,2006-01-05 12:35:01,Firefox
322519,2006-01-05 12:56:02,Firefox
322521,2006-01-05 13:51:48,Firefox
322523,2006-01-05 14:22:42,Firefox
322532,2006-01-05 17:19:01,Firefox
322538,2006-01-05 19:20:31,Firefox
322539,2006-01-05 19:44:57,Firefox
322540,2006-01-05 20:33:11,Firefox
