Bug_id,Timestamp,Status
322045,2006-01-14 10:57:20,VERIFIED
322051,2006-04-12 10:21:29,RESOLVED
322052,2006-01-02 06:54:41,RESOLVED
322056,2008-04-28 14:17:10,RESOLVED
322063,2008-10-17 15:11:42,RESOLVED
322079,2006-01-01 12:48:09,RESOLVED
322084,2006-06-19 04:14:42,RESOLVED
322106,2006-02-05 07:25:47,RESOLVED
322129,2006-01-02 13:02:32,RESOLVED
322131,2009-07-28 04:31:07,RESOLVED
322135,2006-08-27 20:18:41,VERIFIED
322143,2009-01-23 18:30:14,RESOLVED
322152,2006-01-02 14:30:39,RESOLVED
322154,2010-02-09 10:31:16,RESOLVED
322161,2006-02-05 12:37:21,RESOLVED
322162,2006-02-20 14:03:09,RESOLVED
322170,2007-08-02 11:22:18,RESOLVED
322172,2007-02-01 23:28:49,RESOLVED
322175,2012-08-31 14:17:50,RESOLVED
322177,2006-04-17 21:39:25,VERIFIED
322185,2006-01-07 11:55:31,RESOLVED
322202,2008-01-26 19:18:00,RESOLVED
322203,2012-10-21 09:29:23,RESOLVED
322207,2006-09-12 23:28:53,RESOLVED
322215,2006-01-10 13:41:02,RESOLVED
322236,2008-10-21 02:36:58,RESOLVED
322238,2006-01-05 06:54:31,RESOLVED
322270,2009-10-12 21:42:52,RESOLVED
322293,2006-01-06 12:17:42,RESOLVED
322309,2006-05-15 21:57:53,RESOLVED
322312,2006-01-14 10:42:24,VERIFIED
322314,2006-01-09 16:56:04,RESOLVED
322317,2007-11-15 13:23:55,RESOLVED
322318,2006-02-21 13:16:40,RESOLVED
322319,2006-01-05 04:13:20,RESOLVED
322321,2006-01-16 03:54:49,RESOLVED
322331,2006-02-19 21:57:17,RESOLVED
322338,2006-01-04 09:27:14,RESOLVED
322345,2006-12-06 11:01:43,VERIFIED
322348,2006-03-17 09:20:59,VERIFIED
322351,2006-01-05 09:55:04,RESOLVED
322376,2007-12-04 14:21:46,RESOLVED
322389,2006-03-21 00:38:45,RESOLVED
322394,2006-05-16 12:24:49,RESOLVED
322403,2006-01-29 14:31:07,RESOLVED
322407,2006-01-04 14:29:41,RESOLVED
322414,2006-02-17 22:23:05,VERIFIED
322417,2006-01-07 04:36:44,RESOLVED
322424,2006-06-11 10:38:07,RESOLVED
322429,2006-01-11 21:19:48,RESOLVED
322430,2006-01-12 08:59:27,VERIFIED
322436,2007-06-06 18:17:48,RESOLVED
322443,2006-12-08 14:55:54,RESOLVED
322450,2006-01-05 07:10:34,RESOLVED
322452,2006-01-05 14:15:36,RESOLVED
